identifier,name,description
ed2a3c4e-113d-5b15-9ae1-6c3a354a4922,,Compose functions
5ee603c3-6430-5a02-92ef-bc00f7cb1a6d,,"Graph linear functions from mathematical contexts, showing intercepts"
5ef1ca17-6990-5dd3-8299-5f7e6162c529,,"Graph quadratic functions from mathematical contexts, showing intercepts and extrema"
65505e36-f3ff-52d4-afad-307b9a4a0715,,"Graph quadratic functions from real-world contexts, showing intercepts and extrema"
67ef0ce9-3dbe-53c0-ac19-9baa91cba7bd,,"Graph linear functions from real-world contexts, showing intercepts"
21eeab34-9ce9-5d3f-84a2-329c5aa7b8d4,,Graph the probability distribution of a random variable using the same graphical displays as one would use for data distributions
371055d5-8795-5dc5-aa12-bb008001075f,,Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space
0c84e9db-9673-56ef-aa95-418881497e46,,Solve a one-to-one function for the dependent variable and write the inverse of a function by interchanging the values of the dependent and independent variables
10ae9cab-0fc9-5585-8b12-01a90fb6f4e6,,"Given a function and a specific x-value, find the value of its inverse"
5fbfdbc0-b642-5426-99a6-fa4bd8711200,,Compose two-dimensional shapes to create a composite shape.
91c7843b-27d9-519b-a5b2-76206ae299dc,,Compose a new two-dimensional shape from composite two-dimensional shapes
aaaeae52-291c-5622-b287-dd397cc8ac16,,Compose a new three-dimensional shape from composite three-dimensional shapes
c9cf956f-1bcf-5c63-b0f5-a167316e1525,,Compose three-dimensional shapes to create a composite shape.
624d3620-77c5-590a-8219-19dd85ae0cef,,Identify triangles
6c049f8a-cfa5-5b49-8fb0-6ba59ee252f5,,"Identify two-dimensional shapes with specified attributes, such as a given number of angles, sides, or equal faces"
a0038c5e-f06e-5081-a008-09f8b69d4c05,,"Create two-dimensional shapes having specified attributes, such as a given number of angles, sides, or equal faces"
d2a946e9-5fa5-5e9d-9c3f-b46994d524fc,,Identify hexagons
d63cce08-a4df-53de-a10d-431c47de1aca,,Identify quadrilaterals
d7569c36-fafe-51e3-a634-712fbdb273a2,,Identify pentagons
fe364f7f-e684-5515-a161-5a08aa160c0c,,Identify cubes
3b465df6-1610-5776-a61b-618b959e7b99,,Find the expected value for a random variable defined for a sample space in which probabilities are assigned empirically
418ee346-0637-52b1-9c06-d1f12c4982f7,,Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically
3ab3ded7-d0ee-5a4a-be46-7980e0e5afc6,,Interpret a multiplication equation as a comparison
87c73c3b-702c-5f42-8a16-b8df53513506,,Represent statements of multiplicative comparisons as multiplication equations
2ee06e08-3ace-5d62-8d0a-f8e7e1fbc0e1,,Interpret data with up to three categories
41a59407-4923-513d-b380-d79b20d65734,,Ask and answer questions about how many data points are in each category in data with up to three categories
6cda6e52-5cf8-5982-abf9-83787ad74ec9,,Ask and answer questions about the total number of data points in data with up to three categories
8676d43c-8ed1-5783-8229-269b360b33c2,,Organize and represent data with up to three categories
90e4775e-b219-5955-84c4-a51ad1f028a2,,Ask and answer questions about how many more or fewer data points are in one category than another in data with up to three categories
e72e9e76-7f67-50db-b645-604438970566,,Compose simple shapes to form larger shapes (e.g. join two triangles to make a rectangle)
4ecd0ffc-4c37-5cf9-a84f-0b724dc11b59,,Graph cube root functions
8650f272-b16c-5e32-b38e-68cd444768f9,,Graph square root functions
8f10f38f-5ef6-5ee2-a28a-2a54b608c56d,,"Graph absolute value functions, showing intercepts and end behavior"
e948809c-544e-51a2-ae5e-f72ef38b150b,,"Graph piecewise defined functions, including step functions and absolute value functions"
2b003d7c-2e77-5d81-b2f4-bd618c0c54be,,Establish and use facts about angles created when parallel lines are cut by a transversal
6f4e508f-27dc-56dd-a550-e0328ce607bf,,Establish and use the angle-angle criterion for similarity of triangles
b4b423c9-4b91-5f68-90e7-01b5546ef5ef,,Use facts about angles of triangles and parallel lines in solving problems
b9325562-e86e-53f0-beb1-4505a42683e4,,Establish and use facts about the angle sum and exterior angles of triangles
0791351a-544c-5135-8cad-aaa1a4ab1f28,,Explain why the rectangular and polar forms of a given complex number represent the same number
44fd44da-16e1-5fcf-8dbc-7a759bef2922,,Represent complex numbers on the complex plane in polar form
aa6dbf70-0a6a-51d9-9611-1a138d6979fd,,Represent complex numbers on the complex plane in rectangular form
b6efb9f4-be16-5127-9939-2dd07fe48036,,Convert a given complex number in polar form to rectangular form
f75af761-80d1-5a95-9481-99ce66621d57,,Convert a given complex number in rectangular form to polar form
0a287b56-b15e-5589-a7b4-f84488b92293,,Know that the number of objects counted is the same regardless of how they are arranged
77eec36e-e508-56d6-835e-fb4b96c886e6,,Know that the number of objects counted is the same regardless of the order in which they were counted
f9484148-dca3-5741-804d-0d626fdcd98e,,"When counting objects, know that the last number name said tells the number of objects counted"
36ff134e-8504-550e-9bd9-84112921b8f9,,Analyze and evaluate decisions in real world contexts using probability concepts
ef6abc7b-1496-59cd-afea-f34949b1e3b8,,Analyze and evaluate strategies in real world contexts using probability concepts
259f2bc3-fc18-534f-b188-01392e6b147b,,Represent data with a dot plot
6d8fc2dc-8496-51a4-8814-0f0bfd5d31fb,,Represent data with a box plot
bfb77177-9d4f-50b0-b7c1-373e301e8471,,Represent data with a histogram
3194d5b0-9440-51c5-b560-d5d761da38de,,"Recognize simple equivalent fractions (with denominators 2, 3, 4, 6, and 8)"
463e4334-f8c9-5996-961f-8e1fc3ffdf03,,"Generate simple equivalent fractions (with denominators 2, 3, 4, 6, and 8)"
d20a384e-e8cc-5c06-acd5-9c829e5c9042,,Explain why fractions are equivalent
0e5b87b3-0df5-560f-a3fa-7e6a59fd345c,,Calculate the value of the cotangent of a given angle in radian measure using the unit circle in the coordinate plane
113e928a-d0a8-5b16-a861-a5e23297cedf,,Calculate the value of the cosecant of a given angle in radian measure using the unit circle in the coordinate plane
303a8ea2-07a3-54b1-b217-f50382df29cd,,Calculate the value of the tangent of a given angle in radian measure using the unit circle in the coordinate plane
a9f25cb4-f8b0-58c5-87bf-27e9f5bfdd0f,,Recognize that trigonometric functions can be evaluated for angles outside the interval of 0 to pi/2 by using reference angles and the unit circle in the coordinate plane
d93073e6-2518-5bca-977f-1cb04d5c6f5e,,Calculate the value of the cosine of a given angle in radian measure using the unit circle in the coordinate plane
e748e33b-8113-504b-ab9d-6c81a4357f53,,Recognize the relationship between x and y and sin(theta) and cos(theta) in the unit circle
ef539751-46dc-59a7-9451-fa3e1fe41ca0,,Calculate the value of the secant of a given angle in radian measure using the unit circle in the coordinate plane
f9e00cab-bd97-5fbc-a7e3-2b9f346d4cb2,,Calculate the value of the sine of a given angle in radian measure using the unit circle in the coordinate plane
12157b60-49ce-58c6-b6c4-69cc8eb8ef7a,,"Represent scalar multiplication graphically by scaling vectors, including reversing their direction as needed"
4b6301a9-6c6f-5724-9943-04a28295455a,,Perform scalar multiplication component-wise
840932e3-7bf2-58df-9265-e6b1e78a8fd3,,Represent scalar multiplication graphically by scaling vectors
19ea874e-ba19-5efc-af4b-dd9ab86a7b88,,Measure to determine how much longer one object is than another
f81bec09-d7cb-5dfd-9140-91ab5a574641,,Express a difference of length between two objects in terms of a standard length unit
18ed149f-cd3e-5125-a81b-506b27e3af1f,,Interpret multiplication as scaling (resizing)
270da5c5-1f9a-5fb6-a4c6-687ad3b3683d,,Apply the distributive property as a strategy to multiply
3d90c554-bb13-5094-91b7-9f8b5c71e8a0,,Apply the associative property as a strategy to multiply
a285646c-5412-5c47-b1d8-6aebbb276f5f,,Apply the commutative property as a strategy to multiply
f75f123d-b740-579c-aafc-18b926765598,,Apply the distributive property as a strategy to divide
3c3c56d8-84cd-5743-9021-e5f1fe3eefdc,,"Measure time intervals in minutes (within 60 minutes), including finding elapsed time"
3e846152-5a11-52a1-bd61-5b38988c9176,,Solve word problems involving subtraction of time intervals in minutes
befd3355-fa6c-5c35-9812-84f6dd50f3b9,,Tell and write time to the nearest minute
fa9c8ad6-ccc5-522f-b86d-ec6bd9a27fc8,,Solve word problems involving addition of time intervals in minutes
04223c78-d9c6-5afa-9302-63107bc9ce5d,,Informally assess the fit of a straight line used to model a data set by judging the closeness of the data points to the line
1d2c0019-842e-5da9-bd33-4d46fc27db6a,,Know that straight lines (lines of best fit) can be used to model relationships in quantitative data sets
bf455cde-345c-5832-87b8-d365d5bbe92e,,Informally fit a straight line to model a data set
71ab99a5-a67d-5083-a941-78ab42390cca,,"Refer to a bundle of ten ones as a ""ten"""
bc061183-e443-504f-bd72-f3badd1bac31,,Recognize that the numeral 10 represents a bundle of ten ones
a1e20219-ce16-5f00-8596-0f0566c735a9,,"Represent a fraction a/b with a model, including a number line (where b is 2, 3, 4, 6, or 8)"
d65254fc-236d-53e0-a631-c23fc55cec22,,"Recognize that when a lengths of 1/b are marked off from 0 on a number line, the endpoint is the number a/b"
1c5b025e-6125-5871-a484-b757b5de6aa9,,Divide rational expressions with integer exponents up to degree two
452d139c-759f-5afe-9a92-1200c7cafe76,,"Subtract two rational expressions, a(x) and b(x), where the denominators of both a(x) and b(x) are linear expressions"
60d4c04f-de7e-56e4-94a9-111ed3e95c82,,Multiply rational expressions
6b7a6d90-d7af-53be-880d-001748a32a50,,Add rational expressions
72396681-c850-582f-8275-de4b62b9df92,,Add rational expressions with integer exponents up to degree two
757201c6-3230-546a-bb4d-c74494de7b1f,,"Add two rational expressions, a(x) and b(x), where the denominators of both a(x) and b(x) are linear expressions"
7e7f4e17-744e-5e1c-a7dc-4e446b18f6ba,,Subtract rational expressions with integer exponents up to degree two
7ea36125-3e29-5bbe-8b1d-cccf61b59564,,Multiply rational expressions with integer exponents up to degree two
c3f93ac2-90ea-5eaa-948f-31cf80a446a0,,"Understand that rational expressions are closed under addition, subtraction, multiplication, and division (by a nonzero expression)"
d3f47367-eccd-54c5-8b90-2731125de8fb,,Subtract rational expressions
f545b213-3b78-5096-90bd-5c8fb1f827ce,,Divide rational expressions
1995cc98-1d9d-5fdb-a8da-63b3967883f6,,Justify comparison of fractions with different numerators and different denominators
67628647-4777-5f52-88c3-94f7876f3cd1,,"Justify comparison of fractions with different numerators and different denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
82d042d0-dd1d-50d8-bea6-43361589d5a6,,Compare two fractions with different numerators and different denominators
b5c4b5f8-f03b-5c9a-8980-661e42088ae1,,"Compare two fractions with different numerators and different denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
b8719b33-8a52-575a-b3ec-e0ce7594445c,,Recognize that fraction comparisons are valid only when the two fractions refer to the same whole
c7ecef55-059e-5c05-9d52-d8f4d220c4de,,"Use >, =, or < to record the results of fraction comparisons for two fractions with different numerators and different denominators (denominators limited to 2, 3, 4, 5, 6, 8, 10, 12, and 100)"
e1eb33c5-e722-531f-8168-d010304a05a9,,"Use >, =, or < to record the results of fraction comparisons for two fractions with different numerators and different denominators"
1f44c510-590f-575c-98ca-c19f2bbfd4c6,,"Write numerical expressions involving whole-number exponents in the form a^b, where a and b are non-zero whole numbers"
fe47029d-1ca7-54ae-adb2-098430e3d2a7,,"Evaluate numerical expressions involving whole-number exponents, including fractions and decimals raised to whole-number exponents"
2754c1cd-0ad4-5a1d-94dc-91d0a2eaf5a2,,Correctly name shapes regardless of their size
813238cd-bf27-55b4-84ba-cf6a2a36a0d4,,Correctly name shapes regardless of their orientation
9a476e0a-ab93-58e0-a003-91f2b161ba34,,Correctly name shapes regardless of their size and orientation
329aa819-e65a-5889-960a-a5acfc1ba5b3,,Solve word problems involving adding amounts of money given in coins and/or dollars
55158b1c-b08a-59f8-b723-74112bb4abb0,,Solve word problems involving subtracting amounts of money given in coins and/or dollars
7784a836-1833-55b2-9f06-5863a147d578,,Identify coins and know their value in cents
1df660cf-3f7b-52db-aca9-adef3f9662a8,,Represent a fraction a/b as the sum of fractions 1/b when a < b
42bbf920-debb-58ec-99c6-a6ab645fdc28,,Represent a fraction a/b as the sum of fractions 1/b when a > b
5f9c8934-287c-5151-9711-7decedc08e92,,Understand and apply the Law of Sines and the Law of Cosines to find unknown measures in right triangles
